model,size,activities,is_sound,alignments_fitness,alignments_precision
OptIMIISt_filter_new_BPI_Challenge_2013_Incidents_230225.xes.pnml,48,4,True,0.9905572228382248,0.8511564803185061
OptIMIISt_filter_new_BPI_Challenge_2020_Request_For_Payment_260921.xes.pnml,120,16,True,0.9467881807188826,0.43339808482972464
OptIMIISt_filter_new_BPI_Challenge_2020_International_Declarations_440326.xes.pnml,308,33,True,0.9040481245507406,0.4656885496320796
OptIMIISt_filter_new_BPI_Challenge_2020_Prepaid_Travel_Costs_260921.xes.pnml,225,27,True,0.9278544588444531,0.3829456690603713
OptIMIISt_filter_new_BPI_Challenge_2013_closed_problems_440326.xes.pnml,44,4,True,0.9905654001488429,0.8755238893545683
OptIMIISt_filter_new_BPI_Challenge_2020_Domestic_Declarations_240917.xes.pnml,98,17,True,0.9889701887963693,0.5218988917205002
OptIMIISt_filter_new_BPI_Challenge_2013_Incidents_178181.xes.pnml,48,4,True,0.9919809488521999,0.8511564803185061
OptIMIISt_filter_new_BPI_Challenge_2013_closed_problems_260921.xes.pnml,44,4,True,0.9887596455947197,0.8417912144115474
OptIMIISt_filter_new_BPI_Challenge_2020_Prepaid_Travel_Costs_440326.xes.pnml,287,29,True,0.9559260125799794,0.3152880876634854
OptIMIISt_filter_new_BPI_Challenge_2020_International_Declarations_260921.xes.pnml,297,32,True,0.9074027299484931,0.46392307899485574
OptIMIISt_filter_new_BPI_Challenge_2020_Request_For_Payment_440326.xes.pnml,113,18,True,0.9729574459239773,0.45728986015497763
OptIMIISt_filter_new_BPI_Challenge_2020_Prepaid_Travel_Costs_240917.xes.pnml,214,26,True,0.944571498164381,0.391576529856275
OptIMIISt_filter_new_BPI_Challenge_2020_Request_For_Payment_240917.xes.pnml,107,16,True,0.9702963866553698,0.49730153339776917
OptIMIISt_filter_new_BPI_Challenge_2020_Domestic_Declarations_260921.xes.pnml,102,17,True,0.9905179132009534,0.3063804442818132
OptIMIISt_filter_new_Sepsis_Cases_-_Event_Log_230225.xes.pnml,116,14,True,0.9218019271872582,0.5403217311483304
OptIMIISt_filter_new_BPI_Challenge_2013_closed_problems_240917.xes.pnml,47,4,True,0.9889034375526663,0.8248595440404884
OptIMIISt_filter_new_BPI_Challenge_2020_Domestic_Declarations_440326.xes.pnml,94,16,True,0.9895984374930019,0.4751021215365626
OptIMIISt_filter_new_BPI_Challenge_2012_230225.xes.pnml,181,20,True,0.4898668435882314,0.2745170781629781
OptIMIISt_filter_new_Sepsis_Cases_-_Event_Log_178181.xes.pnml,120,14,True,0.9200316563714298,0.540362388634722
OptIMIISt_filter_new_BPI_Challenge_2020_International_Declarations_240917.xes.pnml,257,31,True,0.9188246250292946,0.3665612777961855
OptIMIISt_filter_new_BPI_Challenge_2012_178181.xes.pnml,232,22,True,0.7787360198856174,0.31843228662834655
OptIMIISt_filter_new_BPI_Challenge_2012_260921.xes.pnml,217,22,True,0.724588304901902,0.38612852330391023
OptIMIISt_filter_new_Sepsis_Cases_-_Event_Log_260921.xes.pnml,142,15,True,0.9230169607081444,0.5395091174886513
OptIMIISt_filter_new_Sepsis_Cases_-_Event_Log_440326.xes.pnml,140,15,True,0.9398932628418898,0.5159832898992942
OptIMIISt_filter_new_BPI_Challenge_2020_Domestic_Declarations_230225.xes.pnml,105,16,True,0.9811901496383479,0.3969732836433625
OptIMIISt_filter_new_BPI_Challenge_2012_440326.xes.pnml,210,21,True,0.704367332817108,0.34984622193719717
OptIMIISt_filter_new_BPI_Challenge_2020_Domestic_Declarations_178181.xes.pnml,98,17,True,0.989302311094967,0.5218988917205002
OptIMIISt_filter_new_BPI_Challenge_2013_Incidents_240917.xes.pnml,48,4,True,0.9897386038185209,0.8511564803185061
OptIMIISt_filter_new_BPI_Challenge_2013_Incidents_440326.xes.pnml,48,4,True,0.9894282011013448,0.8511564803185061
OptIMIISt_filter_new_BPI_Challenge_2013_closed_problems_178181.xes.pnml,47,4,True,0.9858134581902205,0.8248595440404884
OptIMIISt_filter_new_BPI_Challenge_2020_International_Declarations_230225.xes.pnml,301,31,True,0.9043900983079137,0.465345389689236
OptIMIISt_filter_new_BPI_Challenge_2013_closed_problems_230225.xes.pnml,47,4,True,0.9896363633869388,0.8248595440404884
OptIMIISt_filter_new_Sepsis_Cases_-_Event_Log_240917.xes.pnml,120,14,True,0.9224261254455024,0.540362388634722
OptIMIISt_filter_new_BPI_Challenge_2020_International_Declarations_178181.xes.pnml,281,33,True,0.9070031524474893,0.4635585013394373
OptIMIISt_filter_new_BPI_Challenge_2020_Travel_Permit_Data_260921.xes.pnml,408,39,True,0.8349936190241982,0.2392871574288422
OptIMIISt_filter_new_BPI_Challenge_2020_Travel_Permit_Data_440326.xes.pnml,500,46,True,0.8271170883630623,0.20974942654559803
OptIMIISt_filter_new_BPI_Challenge_2020_Travel_Permit_Data_240917.xes.pnml,446,43,True,0.8574531690067986,0.1397666158078812
OptIMIISt_filter_new_BPI_Challenge_2020_Travel_Permit_Data_178181.xes.pnml,411,42,True,0.8367483823480906,0.24378100438817407
OptIMIISt_filter_new_BPI_Challenge_2020_Travel_Permit_Data_230225.xes.pnml,432,43,True,0.8605565968503199,0.257948197629025
OptIMIISt_filter_new_BPI_Challenge_2017_240917.xes.pnml,231,26,True,0.9230265030269116,0.14012789323695007
OptIMIISt_filter_new_BPI_Challenge_2017_440326.xes.pnml,212,25,True,0.9337518343446255,0.505498455744473
OptIMIISt_filter_new_BPI_Challenge_2017_260921.xes.pnml,205,24,True,0.832039287713456,0.5327460651579127
OptIMIISt_filter_new_BPI_Challenge_2017_178181.xes.pnml,227,26,True,0.9370083539818609,0.505498455744473
OptIMIISt_filter_new_BPI_Challenge_2017_230225.xes.pnml,223,25,True,0.8044500062745,0.505498455744473
OptIMIISt_filter_new_BPI_Challenge_2012_240917.xes.pnml,232,22,True,0.7822412361415624,0.31843228662834655
OptIMIISt_filter_new_BPI_Challenge_2020_Prepaid_Travel_Costs_178181.xes.pnml,254,28,True,0.9506952715186108,0.3657782079811598
OptIMIISt_filter_new_BPI_Challenge_2020_Request_For_Payment_178181.xes.pnml,127,16,True,0.949326378552321,0.34752120345523285
OptIMIISt_filter_new_BPI_Challenge_2020_Prepaid_Travel_Costs_230225.xes.pnml,246,28,True,0.9401178923238414,0.36407800749078556
OptIMIISt_filter_new_BPI_Challenge_2013_Incidents_260921.xes.pnml,48,4,True,0.9916790947305556,0.8511564803185061
OptIMIISt_filter_new_BPI_Challenge_2020_Request_For_Payment_230225.xes.pnml,131,19,True,0.9731212115198814,0.4258442875648969
